Name,Season,Age,Tm,pic,salary,Pos,GPG,GSPG,MPPG,FGPG,FGAPG,FG%PG,3PPG,3PAPG,3P%PG,2PPG,2PAPG,2P%PG,eFG%PG,FTPG,FTAPG,FT%PG,ORBPG,DRBPG,TRBPG,ASTPG,STLPG,BLKPG,TOVPG,PFPG,PPG,G,GS,MP,FG,FGA,FGPERC,threeP,threePA,THREEPPERC,2P,2PA,2P%,eFG%,FT,FTA,FTPERC,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER
James Harden,2009,20,OKC,https://d2cwpp38twqe55.cloudfront.net/req/201804182/images/players/hardeja01.jpg,4,SG,76,0,22.9,3.1,7.6,0.403,1.2,3.3,0.375,1.8,4.3,0.424,0.484,2.6,3.2,0.808,0.6,2.6,3.2,1.8,1.1,0.3,1.4,2.6,9.9,76,0,1738,233,578,0.403,93,248,0.375,140,330,0.424,0.484,194,240,0.808,47,197,244,137,80,20,106,200,753,14
James Harden,2010,21,OKC,https://d2cwpp38twqe55.cloudfront.net/req/201804182/images/players/hardeja01.jpg,4.3,SG,82,5,26.7,3.6,8.3,0.436,1.4,4,0.349,2.3,4.4,0.514,0.518,3.5,4.2,0.843,0.5,2.6,3.1,2.1,1.1,0.3,1.3,2.5,12.2,82,5,2189,298,684,0.436,113,324,0.349,185,360,0.514,0.518,289,343,0.843,42,213,255,176,92,24,106,207,998,16.4
James Harden,2011,22,OKC,https://d2cwpp38twqe55.cloudfront.net/req/201804182/images/players/hardeja01.jpg,4.6,SG,62,2,31.4,5,10.1,0.491,1.8,4.7,0.39,3.1,5.4,0.579,0.582,5,6,0.846,0.5,3.6,4.1,3.7,1,0.2,2.2,2.4,16.8,62,2,1946,309,629,0.491,114,292,0.39,195,337,0.579,0.582,312,369,0.846,30,222,252,229,62,15,137,150,1044,21.1
James Harden,2012,23,HOU,https://d2cwpp38twqe55.cloudfront.net/req/201804182/images/players/hardeja01.jpg,5.8,SG,78,78,38.3,7.5,17.1,0.438,2.3,6.2,0.368,5.2,10.9,0.477,0.504,8.6,10.2,0.851,0.8,4.1,4.9,5.8,1.8,0.5,3.8,2.3,25.9,78,78,2985,585,1337,0.438,179,486,0.368,406,851,0.477,0.504,674,792,0.851,62,317,379,455,142,38,295,178,2023,23
James Harden,2013,24,HOU,https://d2cwpp38twqe55.cloudfront.net/req/201804182/images/players/hardeja01.jpg,13.7,SG,73,73,38,7.5,16.5,0.456,2.4,6.6,0.366,5.1,9.9,0.515,0.529,7.9,9.1,0.866,0.8,3.9,4.7,6.1,1.6,0.4,3.6,2.4,25.4,73,73,2777,549,1205,0.456,177,483,0.366,372,722,0.515,0.529,576,665,0.866,61,283,344,446,115,29,265,177,1851,23.5
James Harden,2014,25,HOU,https://d2cwpp38twqe55.cloudfront.net/req/201804182/images/players/hardeja01.jpg,14.7,SG,81,81,36.8,8,18.1,0.44,2.6,6.9,0.375,5.4,11.3,0.48,0.511,8.8,10.2,0.868,0.9,4.7,5.7,7,1.9,0.7,4,2.6,27.4,81,81,2981,647,1470,0.44,208,555,0.375,439,915,0.48,0.511,715,824,0.868,75,384,459,565,154,60,321,208,2217,26.7
James Harden,2015,26,HOU,https://d2cwpp38twqe55.cloudfront.net/req/201804182/images/players/hardeja01.jpg,15.7,SG,82,82,38.1,8.7,19.7,0.439,2.9,8,0.359,5.8,11.7,0.494,0.512,8.8,10.2,0.86,0.8,5.3,6.1,7.5,1.7,0.6,4.6,2.8,29,82,82,3125,710,1617,0.439,236,657,0.359,474,960,0.494,0.512,720,837,0.86,63,438,501,612,139,51,374,229,2376,25.3
James Harden,2016,27,HOU,https://d2cwpp38twqe55.cloudfront.net/req/201804182/images/players/hardeja01.jpg,26.5,PG,81,81,36.4,8.3,18.9,0.44,3.2,9.3,0.347,5.1,9.6,0.53,0.525,9.2,10.9,0.847,1.2,7,8.1,11.2,1.5,0.5,5.7,2.7,29.1,81,81,2947,674,1533,0.44,262,756,0.347,412,777,0.53,0.525,746,881,0.847,95,564,659,907,121,38,464,215,2356,27.4
James Harden,2017,28,HOU,https://d2cwpp38twqe55.cloudfront.net/req/201804182/images/players/hardeja01.jpg,28.2,SG,72,72,35.4,9,20.1,0.449,3.7,10,0.367,5.4,10.1,0.531,0.541,8.7,10.1,0.858,0.6,4.8,5.4,8.8,1.8,0.7,4.4,2.3,30.4,72,72,2551,651,1449,0.449,265,722,0.367,386,727,0.531,0.541,624,727,0.858,41,348,389,630,126,50,315,169,2191,29.8
LeBron James,2003,19,CLE,https://d2cwpp38twqe55.cloudfront.net/req/201804182/images/players/jamesle01.jpg,4,SG,79,79,39.5,7.9,18.9,0.417,0.8,2.7,0.29,7.1,16.1,0.438,0.438,4.4,5.8,0.754,1.3,4.2,5.5,5.9,1.6,0.7,3.5,1.9,20.9,79,79,3122,622,1492,0.417,63,217,0.29,559,1275,0.438,0.438,347,460,0.754,99,333,432,465,130,58,273,149,1654,18.3
LeBron James,2004,20,CLE,https://d2cwpp38twqe55.cloudfront.net/req/201804182/images/players/jamesle01.jpg,4.3,SF,80,80,42.4,9.9,21.1,0.472,1.4,3.9,0.351,8.6,17.2,0.499,0.504,6,8,0.75,1.4,6,7.4,7.2,2.2,0.7,3.3,1.8,27.2,80,80,3388,795,1684,0.472,108,308,0.351,687,1376,0.499,0.504,477,636,0.75,111,477,588,577,177,52,262,146,2175,25.7
LeBron James,2005,21,CLE,https://d2cwpp38twqe55.cloudfront.net/req/201804182/images/players/jamesle01.jpg,4.6,SF,79,79,42.5,11.1,23.1,0.48,1.6,4.8,0.335,9.5,18.3,0.518,0.515,7.6,10.3,0.738,0.9,6.1,7,6.6,1.6,0.8,3.3,2.3,31.4,79,79,3361,875,1823,0.48,127,379,0.335,748,1444,0.518,0.515,601,814,0.738,75,481,556,521,123,66,260,181,2478,28.1
LeBron James,2006,22,CLE,https://d2cwpp38twqe55.cloudfront.net/req/201804182/images/players/jamesle01.jpg,5.8,SF,78,78,40.9,9.9,20.8,0.476,1.3,4,0.319,8.6,16.8,0.513,0.507,6.3,9,0.698,1.1,5.7,6.7,6,1.6,0.7,3.2,2.2,27.3,78,78,3190,772,1621,0.476,99,310,0.319,673,1311,0.513,0.507,489,701,0.698,83,443,526,470,125,55,250,171,2132,24.5
LeBron James,2007,23,CLE,https://d2cwpp38twqe55.cloudfront.net/req/201804182/images/players/jamesle01.jpg,13,SF,75,74,40.4,10.6,21.9,0.484,1.5,4.8,0.315,9.1,17.1,0.531,0.518,7.3,10.3,0.712,1.8,6.1,7.9,7.2,1.8,1.1,3.4,2.2,30,75,74,3027,794,1642,0.484,113,359,0.315,681,1283,0.531,0.518,549,771,0.712,133,459,592,539,138,81,255,165,2250,29.1
LeBron James,2008,24,CLE,https://d2cwpp38twqe55.cloudfront.net/req/201804182/images/players/jamesle01.jpg,14.4,SF,81,81,37.7,9.7,19.9,0.489,1.6,4.7,0.344,8.1,15.2,0.535,0.53,7.3,9.4,0.78,1.3,6.3,7.6,7.2,1.7,1.1,3,1.7,28.4,81,81,3054,789,1613,0.489,132,384,0.344,657,1229,0.535,0.53,594,762,0.78,106,507,613,587,137,93,241,139,2304,31.7
LeBron James,2009,25,CLE,https://d2cwpp38twqe55.cloudfront.net/req/201804182/images/players/jamesle01.jpg,15.7,SF,76,76,39,10.1,20.1,0.503,1.7,5.1,0.333,8.4,15,0.56,0.545,7.8,10.2,0.767,0.9,6.4,7.3,8.6,1.6,1,3.4,1.6,29.7,76,76,2966,768,1528,0.503,129,387,0.333,639,1141,0.56,0.545,593,773,0.767,71,483,554,651,125,77,261,119,2258,31.1
LeBron James,2010,26,MIA,https://d2cwpp38twqe55.cloudfront.net/req/201804182/images/players/jamesle01.jpg,14.5,SF,79,79,38.8,9.6,18.8,0.51,1.2,3.5,0.33,8.4,15.3,0.552,0.541,6.4,8.4,0.759,1,6.5,7.5,7,1.6,0.6,3.6,2.1,26.7,79,79,3063,758,1485,0.51,92,279,0.33,666,1206,0.552,0.541,503,663,0.759,80,510,590,554,124,50,284,163,2111,27.3
LeBron James,2011,27,MIA,https://d2cwpp38twqe55.cloudfront.net/req/201804182/images/players/jamesle01.jpg,16,SF,62,62,37.5,10,18.9,0.531,0.9,2.4,0.362,9.1,16.5,0.556,0.554,6.2,8.1,0.771,1.5,6.4,7.9,6.2,1.9,0.8,3.4,1.5,27.1,62,62,2326,621,1169,0.531,54,149,0.362,567,1020,0.556,0.554,387,502,0.771,94,398,492,387,115,50,213,96,1683,30.7
LeBron James,2012,28,MIA,https://d2cwpp38twqe55.cloudfront.net/req/201804182/images/players/jamesle01.jpg,17.5,PF,76,76,37.9,10.1,17.8,0.565,1.4,3.3,0.406,8.7,14.5,0.602,0.603,5.3,7,0.753,1.3,6.8,8,7.3,1.7,0.9,3,1.4,26.8,76,76,2877,765,1354,0.565,103,254,0.406,662,1100,0.602,0.603,403,535,0.753,97,513,610,551,129,67,226,110,2036,31.6
LeBron James,2013,29,MIA,https://d2cwpp38twqe55.cloudfront.net/req/201804182/images/players/jamesle01.jpg,19,PF,77,77,37.7,10,17.6,0.567,1.5,4,0.379,8.5,13.6,0.622,0.61,5.7,7.6,0.75,1.1,5.9,6.9,6.3,1.6,0.3,3.5,1.6,27.1,77,77,2902,767,1353,0.567,116,306,0.379,651,1047,0.622,0.61,439,585,0.75,81,452,533,488,121,26,270,126,2089,29.3
LeBron James,2014,30,CLE,https://d2cwpp38twqe55.cloudfront.net/req/201804182/images/players/jamesle01.jpg,20,SF,69,69,36.1,9,18.5,0.488,1.7,4.9,0.354,7.3,13.6,0.536,0.535,5.4,7.7,0.71,0.7,5.3,6,7.4,1.6,0.7,3.9,2,25.3,69,69,2493,624,1279,0.488,120,339,0.354,504,940,0.536,0.535,375,528,0.71,51,365,416,511,109,49,272,135,1743,25.9
LeBron James,2015,31,CLE,https://d2cwpp38twqe55.cloudfront.net/req/201804182/images/players/jamesle01.jpg,22.9,SF,76,76,35.6,9.7,18.6,0.52,1.1,3.7,0.309,8.6,14.9,0.573,0.551,4.7,6.5,0.731,1.5,6,7.4,6.8,1.4,0.6,3.3,1.9,25.3,76,76,2709,737,1416,0.52,87,282,0.309,650,1134,0.573,0.551,359,491,0.731,111,454,565,514,104,49,249,143,1920,27.5
LeBron James,2016,32,CLE,https://d2cwpp38twqe55.cloudfront.net/req/201804182/images/players/jamesle01.jpg,30.9,SF,74,74,37.8,9.9,18.2,0.548,1.7,4.6,0.363,8.3,13.5,0.611,0.594,4.8,7.2,0.674,1.3,7.3,8.6,8.7,1.2,0.6,4.1,1.8,26.4,74,74,2794,736,1344,0.548,124,342,0.363,612,1002,0.611,0.594,358,531,0.674,97,542,639,646,92,44,303,134,1954,27
LeBron James,2017,33,CLE,https://d2cwpp38twqe55.cloudfront.net/req/201804182/images/players/jamesle01.jpg,33.2,PF,82,82,36.9,10.5,19.3,0.542,1.8,5,0.367,8.6,14.3,0.603,0.59,4.7,6.5,0.731,1.2,7.5,8.6,9.1,1.4,0.9,4.2,1.6,27.5,82,82,3026,857,1580,0.542,149,406,0.367,708,1174,0.603,0.59,388,531,0.731,97,612,709,747,116,71,347,135,2251,28.6
Stephen Curry,2009,21,GSW,https://d2cwpp38twqe55.cloudfront.net/req/201804182/images/players/curryst01.jpg,2.7,PG,80,77,36.2,6.6,14.3,0.462,2.1,4.8,0.437,4.5,9.5,0.474,0.535,2.2,2.5,0.885,0.6,3.9,4.5,5.9,1.9,0.2,3,3.2,17.5,80,77,2896,528,1143,0.462,166,380,0.437,362,763,0.474,0.535,177,200,0.885,48,308,356,472,152,19,243,252,1399,16.3
Stephen Curry,2010,22,GSW,https://d2cwpp38twqe55.cloudfront.net/req/201804182/images/players/curryst01.jpg,2.9,PG,74,74,33.6,6.8,14.2,0.48,2,4.6,0.442,4.8,9.6,0.498,0.551,2.9,3.1,0.934,0.7,3.2,3.9,5.8,1.5,0.3,3.1,3.1,18.6,74,74,2489,505,1053,0.48,151,342,0.442,354,711,0.498,0.551,212,227,0.934,52,234,286,432,109,20,226,233,1373,19.4
Stephen Curry,2011,23,GSW,https://d2cwpp38twqe55.cloudfront.net/req/201804182/images/players/curryst01.jpg,3.1,PG,26,23,28.2,5.6,11.4,0.49,2.1,4.7,0.455,3.5,6.7,0.514,0.583,1.5,1.8,0.809,0.6,2.8,3.4,5.3,1.5,0.3,2.5,2.4,14.7,26,23,732,145,296,0.49,55,121,0.455,90,175,0.514,0.583,38,47,0.809,15,73,88,138,39,8,65,62,383,21.2
Stephen Curry,2012,24,GSW,https://d2cwpp38twqe55.cloudfront.net/req/201804182/images/players/curryst01.jpg,3.9,PG,78,78,38.2,8,17.8,0.451,3.5,7.7,0.453,4.5,10.1,0.449,0.549,3.4,3.7,0.9,0.8,3.3,4,6.9,1.6,0.2,3.1,2.5,22.9,78,78,2983,626,1388,0.451,272,600,0.453,354,788,0.449,0.549,262,291,0.9,59,255,314,539,126,12,240,198,1786,21.3
Stephen Curry,2013,25,GSW,https://d2cwpp38twqe55.cloudfront.net/req/201804182/images/players/curryst01.jpg,9.8,PG,78,78,36.5,8.4,17.7,0.471,3.3,7.9,0.424,5,9.8,0.509,0.566,3.9,4.5,0.885,0.6,3.7,4.3,8.5,1.6,0.2,3.8,2.5,24,78,78,2846,652,1383,0.471,261,615,0.424,391,768,0.509,0.566,308,348,0.885,46,288,334,666,128,14,294,194,1873,24.1
Stephen Curry,2014,26,GSW,https://d2cwpp38twqe55.cloudfront.net/req/201804182/images/players/curryst01.jpg,10.6,PG,80,80,32.7,8.2,16.8,0.487,3.6,8.1,0.443,4.6,8.7,0.528,0.594,3.9,4.2,0.914,0.7,3.6,4.3,7.7,2,0.2,3.1,2,23.8,80,80,2613,653,1341,0.487,286,646,0.443,367,695,0.528,0.594,308,337,0.914,56,285,341,619,163,16,249,158,1900,28
Stephen Curry,2015,27,GSW,https://d2cwpp38twqe55.cloudfront.net/req/201804182/images/players/curryst01.jpg,11.3,PG,79,79,34.2,10.2,20.2,0.504,5.1,11.2,0.454,5.1,9,0.566,0.63,4.6,5.1,0.908,0.9,4.6,5.4,6.7,2.1,0.2,3.3,2,30.1,79,79,2700,805,1598,0.504,402,886,0.454,403,712,0.566,0.63,363,400,0.908,68,362,430,527,169,15,262,161,2375,31.5
Stephen Curry,2016,28,GSW,https://d2cwpp38twqe55.cloudfront.net/req/201804182/images/players/curryst01.jpg,12.1,PG,79,79,33.4,8.5,18.3,0.468,4.1,10,0.411,4.4,8.3,0.537,0.58,4.1,4.6,0.898,0.8,3.7,4.5,6.6,1.8,0.2,3,2.3,25.3,79,79,2638,675,1443,0.468,324,789,0.411,351,654,0.537,0.58,325,362,0.898,61,292,353,524,142,17,239,183,1999,24.6
Stephen Curry,2017,29,GSW,https://d2cwpp38twqe55.cloudfront.net/req/201804182/images/players/curryst01.jpg,34.6,PG,51,51,32,8.4,16.9,0.495,4.2,9.8,0.423,4.2,7.1,0.595,0.618,5.5,5.9,0.921,0.7,4.4,5.1,6.1,1.6,0.2,3,2.2,26.4,51,51,1631,428,864,0.495,212,501,0.423,216,363,0.595,0.618,278,302,0.921,36,225,261,310,80,8,153,114,1346,28.2
Kevin Durant,2007,19,SEA,https://d2cwpp38twqe55.cloudfront.net/req/201806291/images/players/duranke01.jpg,4.1,SG,80,80,34.6,7.3,17.1,0.43,0.7,2.6,0.288,6.6,14.5,0.455,0.451,4.9,5.6,0.873,0.9,3.5,4.4,2.4,1,0.9,2.9,1.5,20.3,80,80,2768,587,1366,0.43,59,205,0.288,528,1161,0.455,0.451,391,448,0.873,70,278,348,192,78,75,232,122,1624,15.8
Kevin Durant,2008,20,OKC,https://d2cwpp38twqe55.cloudfront.net/req/201806291/images/players/duranke01.jpg,4.4,SF,74,74,39,8.9,18.8,0.476,1.3,3.1,0.422,7.6,15.7,0.486,0.51,6.1,7.1,0.863,1,5.5,6.5,2.8,1.3,0.7,3,1.8,25.3,74,74,2885,661,1390,0.476,97,230,0.422,564,1160,0.486,0.51,452,524,0.863,77,405,482,205,96,53,225,134,1871,20.8
Kevin Durant,2009,21,OKC,https://d2cwpp38twqe55.cloudfront.net/req/201806291/images/players/duranke01.jpg,4.7,SF,82,82,39.5,9.7,20.3,0.476,1.6,4.3,0.365,8.1,16.1,0.506,0.514,9.2,10.2,0.9,1.3,6.3,7.6,2.8,1.4,1,3.3,2.1,30.1,82,82,3239,794,1668,0.476,128,351,0.365,666,1317,0.506,0.514,756,840,0.9,105,518,623,231,112,84,271,171,2472,26.2
Kevin Durant,2010,22,OKC,https://d2cwpp38twqe55.cloudfront.net/req/201806291/images/players/duranke01.jpg,6,SF,78,78,38.9,9.1,19.7,0.462,1.9,5.3,0.35,7.3,14.4,0.504,0.509,7.6,8.7,0.88,0.7,6.1,6.8,2.7,1.1,1,2.8,2,27.7,78,78,3038,711,1538,0.462,145,414,0.35,566,1124,0.504,0.509,594,675,0.88,57,476,533,214,88,76,218,159,2161,23.6
Kevin Durant,2011,23,OKC,https://d2cwpp38twqe55.cloudfront.net/req/201806291/images/players/duranke01.jpg,15.5,SF,66,66,38.6,9.7,19.7,0.496,2,5.2,0.387,7.7,14.4,0.535,0.547,6.5,7.6,0.86,0.6,7.4,8,3.5,1.3,1.2,3.8,2,28,66,66,2546,643,1297,0.496,133,344,0.387,510,953,0.535,0.547,431,501,0.86,40,487,527,231,88,77,248,133,1850,26.2
Kevin Durant,2012,24,OKC,https://d2cwpp38twqe55.cloudfront.net/req/201806291/images/players/duranke01.jpg,16.6,SF,81,81,38.5,9,17.7,0.51,1.7,4.1,0.416,7.3,13.6,0.539,0.559,8.4,9.3,0.905,0.6,7.3,7.9,4.6,1.4,1.3,3.5,1.8,28.1,81,81,3119,731,1433,0.51,139,334,0.416,592,1099,0.539,0.559,679,750,0.905,46,594,640,374,116,105,280,143,2280,28.3
Kevin Durant,2013,25,OKC,https://d2cwpp38twqe55.cloudfront.net/req/201806291/images/players/duranke01.jpg,17.8,SF,81,81,38.5,10.5,20.8,0.503,2.4,6.1,0.391,8.1,14.8,0.549,0.56,8.7,9.9,0.873,0.7,6.7,7.4,5.5,1.3,0.7,3.5,2.1,32,81,81,3122,849,1688,0.503,192,491,0.391,657,1197,0.549,0.56,703,805,0.873,58,540,598,445,103,59,285,174,2593,29.8
Kevin Durant,2014,26,OKC,https://d2cwpp38twqe55.cloudfront.net/req/201806291/images/players/duranke01.jpg,18.9,SF,27,27,33.8,8.8,17.3,0.51,2.4,5.9,0.403,6.4,11.4,0.565,0.578,5.4,6.3,0.854,0.6,6,6.6,4.1,0.9,0.9,2.7,1.5,25.4,27,27,913,238,467,0.51,64,159,0.403,174,308,0.565,0.578,146,171,0.854,16,162,178,110,24,25,74,40,686,27.6
Kevin Durant,2015,27,OKC,https://d2cwpp38twqe55.cloudfront.net/req/201806291/images/players/duranke01.jpg,20.1,SF,72,72,35.8,9.7,19.2,0.505,2.6,6.7,0.387,7.1,12.5,0.569,0.573,6.2,6.9,0.898,0.6,7.6,8.2,5,1,1.2,3.5,1.9,28.2,72,72,2578,698,1381,0.505,186,481,0.387,512,900,0.569,0.573,447,498,0.898,45,544,589,361,69,85,250,137,2029,28.2
Kevin Durant,2016,28,GSW,https://d2cwpp38twqe55.cloudfront.net/req/201806291/images/players/duranke01.jpg,26.5,PF,62,62,33.4,8.9,16.5,0.537,1.9,5,0.375,7,11.5,0.608,0.594,5.4,6.2,0.875,0.6,7.6,8.3,4.8,1.1,1.6,2.2,1.9,25.1,62,62,2070,551,1026,0.537,117,312,0.375,434,714,0.608,0.594,336,384,0.875,39,474,513,300,66,99,138,117,1555,27.6
Kevin Durant,2017,29,GSW,https://d2cwpp38twqe55.cloudfront.net/req/201806291/images/players/duranke01.jpg,25,PF,68,68,34.2,9.3,18,0.516,2.5,6.1,0.419,6.7,11.9,0.565,0.586,5.3,5.9,0.889,0.5,6.4,6.8,5.4,0.7,1.8,3,2,26.4,68,68,2325,630,1222,0.516,173,413,0.419,457,809,0.565,0.586,359,404,0.889,31,433,464,366,50,119,207,133,1792,26
Russell Westbrook,2008,20,OKC,https://d2cwpp38twqe55.cloudfront.net/req/201806291/images/players/westbru01.jpg,3.4,PG,82,65,32.5,5.3,13.4,0.398,0.4,1.6,0.271,4.9,11.8,0.415,0.414,4.3,5.2,0.815,2.2,2.7,4.9,5.3,1.3,0.2,3.3,2.3,15.3,82,65,2668,436,1095,0.398,35,129,0.271,401,966,0.415,0.414,349,428,0.815,178,221,399,435,110,16,274,191,1256,15.2
Russell Westbrook,2009,21,OKC,https://d2cwpp38twqe55.cloudfront.net/req/201806291/images/players/westbru01.jpg,3.7,PG,82,82,34.3,5.9,14.1,0.418,0.3,1.3,0.221,5.6,12.9,0.438,0.428,4,5.1,0.78,1.7,3.1,4.9,8,1.3,0.4,3.3,2.5,16.1,82,82,2813,485,1160,0.418,23,104,0.221,462,1056,0.438,0.428,329,422,0.78,143,258,401,652,108,34,268,204,1322,17.8
Russell Westbrook,2010,22,OKC,https://d2cwpp38twqe55.cloudfront.net/req/201806291/images/players/westbru01.jpg,4,PG,82,82,34.7,7.5,17,0.442,0.4,1.3,0.33,7.1,15.7,0.451,0.454,6.5,7.7,0.842,1.5,3.1,4.6,8.2,1.9,0.4,3.9,2.5,21.9,82,82,2847,614,1390,0.442,34,103,0.33,580,1287,0.451,0.454,531,631,0.842,121,258,379,670,155,30,316,207,1793,23.6
Russell Westbrook,2011,23,OKC,https://d2cwpp38twqe55.cloudfront.net/req/201806291/images/players/westbru01.jpg,5,PG,66,66,35.3,8.8,19.2,0.457,0.9,3,0.316,7.8,16.2,0.482,0.481,5.2,6.3,0.823,1.5,3.1,4.6,5.5,1.7,0.3,3.6,2.2,23.6,66,66,2331,578,1266,0.457,62,196,0.316,516,1070,0.482,0.481,340,413,0.823,96,205,301,362,112,21,239,147,1558,22.9
Russell Westbrook,2012,24,OKC,https://d2cwpp38twqe55.cloudfront.net/req/201806291/images/players/westbru01.jpg,13.6,PG,82,82,34.9,8.2,18.7,0.438,1.2,3.7,0.323,7,15.1,0.466,0.47,5.6,7,0.8,1.4,3.9,5.2,7.4,1.8,0.3,3.3,2.3,23.2,82,82,2861,673,1535,0.438,97,300,0.323,576,1235,0.466,0.47,460,575,0.8,111,317,428,607,145,24,273,189,1903,23.9
Russell Westbrook,2013,25,OKC,https://d2cwpp38twqe55.cloudfront.net/req/201806291/images/players/westbru01.jpg,14.6,PG,46,46,30.7,7.5,17.2,0.437,1.5,4.7,0.318,6,12.5,0.482,0.48,5.3,6.4,0.826,1.2,4.5,5.7,6.9,1.9,0.2,3.8,2.3,21.8,46,46,1412,346,791,0.437,68,214,0.318,278,577,0.482,0.48,242,293,0.826,55,208,263,319,88,7,177,104,1002,24.7
Russell Westbrook,2014,26,OKC,https://d2cwpp38twqe55.cloudfront.net/req/201806291/images/players/westbru01.jpg,15.7,PG,67,67,34.4,9.4,22,0.426,1.3,4.3,0.299,8.1,17.7,0.457,0.455,8.1,9.8,0.835,1.9,5.4,7.3,8.6,2.1,0.2,4.4,2.7,28.1,67,67,2302,627,1471,0.426,86,288,0.299,541,1183,0.457,0.455,546,654,0.835,124,364,488,574,140,14,293,184,1886,29.1
Russell Westbrook,2015,27,OKC,https://d2cwpp38twqe55.cloudfront.net/req/201806291/images/players/westbru01.jpg,16.7,PG,80,80,34.4,8.2,18.1,0.454,1.3,4.3,0.296,6.9,13.8,0.503,0.489,5.8,7.2,0.812,1.8,6,7.8,10.4,2,0.3,4.3,2.5,23.5,80,80,2750,656,1444,0.454,101,341,0.296,555,1103,0.503,0.489,465,573,0.812,145,481,626,834,163,20,342,200,1878,27.6
Russell Westbrook,2016,28,OKC,https://d2cwpp38twqe55.cloudfront.net/req/201806291/images/players/westbru01.jpg,26.5,PG,81,81,34.6,10.2,24,0.425,2.5,7.2,0.343,7.7,16.8,0.459,0.476,8.8,10.4,0.845,1.7,9,10.7,10.4,1.6,0.4,5.4,2.3,31.6,81,81,2802,824,1941,0.425,200,583,0.343,624,1358,0.459,0.476,710,840,0.845,137,727,864,840,132,31,438,190,2558,30.6
Russell Westbrook,2017,29,OKC,https://d2cwpp38twqe55.cloudfront.net/req/201806291/images/players/westbru01.jpg,28.5,PG,80,80,36.4,9.5,21.1,0.449,1.2,4.1,0.298,8.3,17,0.485,0.477,5.2,7.1,0.737,1.9,8.2,10.1,10.3,1.8,0.3,4.8,2.5,25.4,80,80,2914,757,1687,0.449,97,326,0.298,660,1361,0.485,0.477,417,566,0.737,152,652,804,820,147,20,381,200,2028,24.7
Dwyane Wade,2003,22,MIA,https://d2cwpp38twqe55.cloudfront.net/req/201806291/images/players/wadedw01.jpg,2.6,PG,61,56,34.9,6.1,13.1,0.465,0.3,0.9,0.302,5.8,12.2,0.477,0.475,3.8,5.1,0.747,1.4,2.7,4,4.5,1.4,0.6,3.2,2.3,16.2,61,56,2126,371,798,0.465,16,53,0.302,355,745,0.477,0.475,233,312,0.747,85,162,247,275,86,34,196,140,991,17.6
